,0
759491,0.0
74,0.0
25462,3466.2265721996814
335,0.0
66915,58895.842982836846
71209,490.8611419637087
91438,0.0
113823,0.0
132710,0.0
208582,0.0
378288,14917.38004446659
397880,0.0
489999,0.0
492331,8.237734487734487
615119,214.05525974025971
651107,49.62738095238094
747445,159.39999999999998
755156,73.51388888888889
838272,0.0
895136,0.0
899530,0.0
960690,0.0
988638,1766.5345269663678
75264,111.85212791594371
441,0.0
91650,0.0
112789,0.0
134729,246.0
175775,0.0
295756,6813.282712706155
359326,0.0
446509,0.0
485135,0.0
579839,649.2626984126983
741746,0.0
789064,0.0
790820,0.0
796045,0.0
806829,0.0
825087,0.0
863790,9.166666666666666
883318,426.59795204795233
151290,3011.9003357753363
589,0.0
286662,631.9488095238095
748421,0.0
5953,887.9300366300367
1098,515.0119810744807
12654,2264.7631868131875
59537,0.0
61938,0.0
81493,10.109588097088094
84209,0.0
130932,250.0123662728326
139026,3850.0686531868832
182598,190.06666666666663
187581,12304.894082137993
200968,0.0
349157,0.0
354105,71015.51840110538
379125,1280.8778194414808
390390,80.87033105783104
485791,0.0
490004,66.06666666666666
503913,0.0
562304,106.8690947940948
574772,0.0
604852,614.1707417582419
623985,0.0
754032,65674.72092001475
771438,34.541666666666664
772567,0.0
840402,674.2395477329688
8828,0.0
1113,0.0
81403,0.0
546214,0.0
628467,168.1663279530933
13384,31.171712315462305
1433,0.0
19241,33.9345238095238
65397,1835.2024295879553
86312,34.03395770895769
99753,0.0
136640,399.9854579630895
175286,551.9356976356976
210512,0.0
234325,135.51890142021722
409954,0.0
749175,177.74999999999997
804289,32.757936507936506
50493,0.0
1498,0.0
96977,0.0
97325,0.0
219966,0.0
561105,0.0
607053,0.0
1528006,0.0
1589,0.0
559405,12.0
1611,2.0
156886,250.16666666666669
2252,0.0
112017,199.74134199134198
2273,41.285714285714285
203804,0.0
588679,0.0
744548,1722.552653257564
38936,1852.0595671052856
2330,2183.772875396432
41874,21622.692362768692
249175,151.88809523809525
639397,2018.667762733512
642542,18445.8235432405
765585,0.0
781837,2461.3102928933818
785283,28716.08000333001
792507,1377.54307756093
798543,16.0
183867,0.0
2411,15032.652832009378
346336,831.6412716664453
423829,79665.25725791448
750519,841.3659119045728
840102,50257.91951264704
988440,10723.735076263827
133969,171.5960622710623
2578,0.0
7689,0.0
2750,0.0
160690,243.74858058608055
208774,2304.2541479034403
262255,5865.817022910174
319347,755.8612932818816
376204,47.18928571428571
802302,181.6644660894661
820434,1598.986352244246
112462,208.25954018891323
2867,0.0
176936,0.0
187478,1052.2864372104507
192382,0.0
240865,74.8313526085198
255371,0.0
489303,95.85037185037186
824599,0.0
831381,0.0
894465,19158.60008300295
18977,1131.8000000000006
3170,0.0
19297,78.08733766233767
297894,765.8684176934171
517607,0.0
3226,0.0
583618,0.0
626463,0.0
859509,0.0
101895,0.0
3426,0.0
